text,category,orig_idx
Do I have to go to an actual bank to change my PIN?,change_pin,6992
Is it free to send out more cards?,getting_spare_card,7904
Is it possible to get a real card?,order_physical_card,8125
What is the point of verifying a top up?,verify_top_up,7700
Can you tell me where I can order a disposable virtual card?,get_disposable_virtual_card,8445
Can I mail in a check to top up?,top_up_by_cash_or_cheque,7948
What's the time frame on EU transfers? I purchased something a couple of days ago but the seller hasn't received my payment.,pending_transfer,5998
I want to know how to transfer money with my credit card,topping_up_by_card,4255
"If I can, I would like to get both Mastercard and Visa from you.",visa_or_mastercard,4195
when will my transfer arrive,transfer_not_received_by_recipient,2854
Do you ship your cards anywhere?,order_physical_card,8077
"I no longer need AUD, I need GBP instead, how can I make this happen?",exchange_via_app,1408
DO I have to be 18 to open an account?,age_limit,1646
Why has my payment been declined? I paid by card.,declined_card_payment,5872
"Hi , I just came to know I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.",cancel_transfer,2154
What are the currencies and cards that are supported with my account?,supported_cards_and_currencies,2893
"I am worried about the amount of my cheque, which should be credited to my account few days before. As i have already sent you the cheque.",balance_not_updated_after_cheque_or_cash_deposit,3349
Help me verify the card used on a top-up.,verify_top_up,7737
Are you sure this is the interbank exchange rate? This rate is really bad.,card_payment_wrong_exchange_rate,516
"If I want a friend to top off my account, can they?",topping_up_by_card,4320
My account was charged a fee. When did you start charging extra for card payments?,card_payment_fee_charged,2593
why are all my identity details required,why_verify_identity,3778
Where can I link a new card?,card_linking,217
My ATM card isn't working for a withdrawl,declined_cash_withdrawal,4973
I can't get google pay to work right.,apple_pay_or_google_pay,9717
How many top-ups can I use?,top_up_limits,2300
I need someone to assist me with explaining how much I can top-up.,top_up_limits,2314
What do I need to do to exchange my money?,exchange_via_app,1450
Why has my account balance not changed after depositing a cheque?,balance_not_updated_after_cheque_or_cash_deposit,3365
"I used my card to top up, but the money is not there!",topping_up_by_card,4241
How long does it take for a refund to appear?,Refund_not_showing_up,5817
How do I protect my phone from someone using it after I lost it.,lost_or_stolen_phone,5311
Why won't my virtual card work?,virtual_card_not_working,8169
My card is stuck in the ATM?,card_swallowed,6253
What if my top up doesn't go through?,pending_top_up,1935
I am very dissatisfied with the services that you are providing.  I want to cancel my account.,terminate_account,6225
withdrawal pending meaning?,pending_cash_withdrawal,791
Why haven't I been given a virtual card yet?,getting_virtual_card,3022
I require verification of my source of funds.,verify_source_of_funds,6564
i can not see my top up,topping_up_by_card,4236
how come when i asked for 100 it only gave me 20.00 in the app,wrong_amount_of_cash_received,2346
How long does it take for my id to verify?,unable_to_verify_identity,3946
How do I know if my top-up went through?,pending_top_up,2057
You accepts my card?,card_acceptance,3113
In a recent withdrawal I received less cash than I expected to receive.  Did someone make an error with the exchange rate?,wrong_exchange_rate_for_cash_withdrawal,8352
"The expiration date for my card is coming up, how do I get a new card?",card_about_to_expire,9575
I can't seem to figure out why my transfers are getting declined.,declined_transfer,5640
I made a cash withdrawal and was charged a fee incorrectly can you help with this?,cash_withdrawal_charge,9446
Is it possible to order a virtual card?,getting_virtual_card,3009
virtual card won't work for me,virtual_card_not_working,8199
How do I link a new card to an existing one?,card_linking,246
Why is it I am charged an extra fee when I use the ATM?,cash_withdrawal_charge,9399
Why has my top up been cancelled,top_up_reverted,3206
I am suppose to be getting a refund from something I purchased but it hasn't showed up in my account.,Refund_not_showing_up,5715
"If my PIN number is rejected, how do I solve it?",pin_blocked,1708
I've tried several times to make a payment and every time my card is declined? Could my card be locked? I don't know what to do.,declined_card_payment,5981
The exchange rate for the money I took out in a foreign country is wrong.,wrong_exchange_rate_for_cash_withdrawal,8231
What is the cost for physical cards?,order_physical_card,8130
I tried to use the ATM with foreign currency. The conversion rate applied was wrong.,wrong_exchange_rate_for_cash_withdrawal,8355
How do I exchange AUD for GBP?,exchange_via_app,1412
I think I have an extra transfer charge.,transfer_fee_charged,7313
i need help finding the auto top up option.,automatic_top_up,1119
My card was declined at a restaurant today and I am not sure why.,card_not_working,1296
I tried topping up for the first time today since I am a new customer. It doesn't appear that it's working. It has been pending for at least half an hour. Please take care of this.,pending_top_up,2028
What's the web address to unblock my pin?,pin_blocked,1687
"My payment has been declined!! What's going on, I thought everything was alright and working well?",declined_card_payment,5868
I'd like to know what you guys look at to decide an exchange rate,exchange_rate,394
Are there any limits if I use these virtual cards?,disposable_card_limits,4396
I need help fixing my contactless. It's not working anywhere I go today.,contactless_not_working,1799
Can my PIN changed remotely without visiting a bank?,change_pin,6915
Why is allowance not being given to my beneficiary?,beneficiary_not_allowed,7088
For some reason my card payment didn't work,declined_card_payment,5905
Tell me about the card PIN?,get_physical_card,4017
what do I need to do if the ATM kept my card?,card_swallowed,6266
What are the steps I need to do if I have a stolen card?,lost_or_stolen_card,1536
What is your refund policy for products I have purchased?,request_refund,5452
"When I tried to access my cash, I wasn't allowed!",declined_cash_withdrawal,4979
The exchange rate for my withdrawal was wrong.,wrong_exchange_rate_for_cash_withdrawal,8227
How can I change my PIN?  Help.,change_pin,6985
"I want to use my card, how would I activate it?",activate_my_card,9323
Where do I find a virtual card?,getting_virtual_card,3095
I want to deactivate my account.,terminate_account,6227
What should I do if my passcode won't work?,passcode_forgotten,4885
Can turn my money into another currency?,exchange_via_app,1373
I wanted to know why a top-up I made has been reverted.,top_up_reverted,3215
where do I top up my google pay?,apple_pay_or_google_pay,9703
Is there a way I can have a mastercard?,visa_or_mastercard,4100
My top-up was just cancelled.,top_up_reverted,3260
why wont my american express work to add money,supported_cards_and_currencies,2917
My payment has been returned.,reverted_card_payment?,6800
i need to expedite my card,card_delivery_estimate,1012
Is there a tracking number for the card?,card_arrival,99
"I'm having an issue with transaction. I topped up my account and saw it went through, but that was a few days ago and the money isn't in my account any more. What's up with that?",top_up_reverted,3251
What is the expected delivery date of my card?,card_arrival,105
"What are the steps to activate the card, as it does not seem to work?",activate_my_card,9325
Please tell me how I can get a virtual card.,getting_virtual_card,3093
I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away.,compromised_card,4489
Please help to explain to me why my new card was declined when I tried to use it at my grocery store this morning to pay for the items I needed.  I tried three times to use it and it kept being declined.  I was very embarrassed standing there trying to buy my groceries.,declined_card_payment,5986
Looks like my card payment was cancelled.,reverted_card_payment?,6782
What other credit cards can I use?,supported_cards_and_currencies,2963
I see a direct debit that isn't mine? How can I get my money back?,direct_debit_payment_not_recognised,4696
Do you only use Visa or do you have Mastercard too?,visa_or_mastercard,4228
Can I reset my PIN?,change_pin,6956
why did my account decline a incoming transfer,beneficiary_not_allowed,7099
"I just did a transfer, but don't see the money in my account. What's up?",transfer_timing,6664
Do you guys accept cash? Because i deposited some this morning and I can't see it in my account.,balance_not_updated_after_cheque_or_cash_deposit,3393
"In a month, my card will reach its expiration date, am I required to request the next card?",card_about_to_expire,9532
"Hello, i'd like to inform you of an issue i'm currently experiencing. The goods i have ordered from your website have still not arrived yet; it has been over 3 weeks. I would like to be issued a refund swiftly and be redirected to more competent people. Thank you for your assistance.",request_refund,5531
How can I setup automatic top-up?,automatic_top_up,1218
What could the reason be that my payment card was declined?,declined_card_payment,5958
I was issued a card about a week ago. why hasn't it come in yet?,card_arrival,110
What's going on with my balance? Shouldn't it be a bit higher since I deposited a cheque a day ago?,balance_not_updated_after_cheque_or_cash_deposit,3391
The ATM wouldn't let me withdraw cash.,declined_cash_withdrawal,5043
Is it acceptable to use either Visa or Mastercard?,visa_or_mastercard,4231
Can I add money to my card automatically during a trip?,automatic_top_up,1137
My card expires very soon.  What is the cost and delivery time to get a new one?,card_about_to_expire,9574
Could you send me and up date on the arrival of my card?,card_arrival,118
How long do transfers take to go though,balance_not_updated_after_bank_transfer,8722
I can't see a transfer to my account I made.,balance_not_updated_after_bank_transfer,8741
Does the exchange rate change?,exchange_rate,363
How do I authenticate my top-up?,verify_top_up,7792
How do I unblock my card?,pin_blocked,1762
Why is there a payment I didn't do in my app?,card_payment_not_recognised,3559
Can I use this all over the world?,country_support,9883
I haven't gotten my credit card in the mail.,card_arrival,148
I can't find the auto-top up option.,automatic_top_up,1121
Why are my transfers not going through.  I have tried over 4 times to get it to work.  This is just a simple transfer.  Is something else causing this in the system?  Is it broken?,failed_transfer,7529
What do I do if my PIN was blocked?,pin_blocked,1749
Can you tell me the restrictions for the disposable cards?,disposable_card_limits,4370
What do i do to get a physical card?,order_physical_card,8049
where is my new card?,card_arrival,24
Do you accept US credit cards?,supported_cards_and_currencies,2995
Where can I find an ATM?,atm_support,4625
Tell me why my card payment was declined.,declined_card_payment,5988
What will happen after my card expires?,card_about_to_expire,9585
I can't access my account.,passcode_forgotten,4888
The balance hasn't changed yet after depositing a cheque with some money.,balance_not_updated_after_cheque_or_cash_deposit,3474
My card was declined,declined_card_payment,5895
I couldn't transfer to an account.,beneficiary_not_allowed,7128
What happens if a merchant doesn't accept  you payment?,reverted_card_payment?,6856
I'd like to use my American Express to place money into my account.,supported_cards_and_currencies,2928
"Hi, Today i have withdrawn cash from ATM but i got wrong amount and in the app it is showing much more amount than that.",wrong_amount_of_cash_received,2487
How much does it cost to top up by transfer?,top_up_by_bank_transfer_charge,1865
My wallet is empty even though I topped it up an hour ago.,topping_up_by_card,4321
What does the decline message mean,declined_transfer,5593
Can you please tell me why I cant get money from the ATM?,declined_cash_withdrawal,5007
What do I need to do to cancel a transaction?,cancel_transfer,2221
How can I receive verification for the source of my funds?,verify_source_of_funds,6559
Why would my payment for my card show as pending?,pending_card_payment,5192
The payment on my card shows as pending.,pending_card_payment,5217
Why haven't I gotten my new card?,card_arrival,145
"I didn't mean to do the transfer, is there any way to cancel it?",cancel_transfer,2212
How come there is an extra fee on my statement?,extra_charge_on_statement,700
What currency can I use to add money?,supported_cards_and_currencies,2894
I don't want to verify my identity,why_verify_identity,3863
My balance was not updated after transferring money.,balance_not_updated_after_bank_transfer,8657
How do I link the new card that I just got from you guys?,card_linking,268
How long do European transfers take?,transfer_timing,6659
My card payment is showing pending however this transaction was a couple of days ago. Is there a reason why it it still pending?,pending_card_payment,5127
How is the PIN delivered?,get_physical_card,4041
I just sent money but the person I sent it to doesn't see it. What happened?,transfer_not_received_by_recipient,2855
"I transferred money from the US, How long does it take?",transfer_timing,6674
I'm dissatisfied with the service and would like to terminate the account.,terminate_account,6221
The refund I asked for isn't showing up,Refund_not_showing_up,5738
I havn't received my PIN yet.,get_physical_card,4066
Why is top up not working for my apple pay app,apple_pay_or_google_pay,9677
My new landlord is a lier and is trying to rip me off by saying I've not paid my rent when I have paid my rent.  What is going on?  They say the money hasn't got to them but I see it going out of my account.  Can you check that the money went to the right place?,transfer_not_received_by_recipient,2825
Why wouldn't my withdrawal go through?,declined_cash_withdrawal,5086
i haven't received my order and want a refund,request_refund,5525
I am waiting for the money to enter my account. How long does it take?,transfer_timing,6609
Is USD free to top up with a US card?,top_up_by_card_charge,9125
Where is the money that I transferred.,balance_not_updated_after_bank_transfer,8618
What is the extra fee that was added when I used the card?,card_payment_fee_charged,2692
Can you tell me what this fee is on my statement?,extra_charge_on_statement,588
What cash stations take this card?,atm_support,4575
if im not using my account should i close it or just let it sit,terminate_account,6163
Can cards be dispatched on a specific date?,card_delivery_estimate,1054
Can you help me find the virtual card?,getting_virtual_card,3023
I have a transfer waiting.,pending_transfer,6098
"I've tried many times to make a payment, but it's not going through.  What's wrong?",declined_card_payment,5938
"I need my card topped up,",topping_up_by_card,4330
"My Bank is in Europe, how long will the transfer take?",transfer_timing,6627
How do I know where my money comes from?,verify_source_of_funds,6540
What are my payment options for topping off my account?,top_up_by_cash_or_cheque,7985
How much is it to send out additional cards?,getting_spare_card,7907
What is not accepted in order for me to top up my account?,top_up_by_cash_or_cheque,7955
I looked on the app and it says I withdrew cash.  I didn't!,cash_withdrawal_not_recognised,8784
"I'm waiting for a money transfer to show, still.",pending_transfer,6084
Are there any charges for top ups?,top_up_by_card_charge,9145
I left my phone at the hotel.,lost_or_stolen_phone,5366
My transfer is stuck pending? How do we fix it to it goes through?,pending_transfer,6063
"I need multiple cards per day, and they all have to be disposable.",disposable_card_limits,4355
Your exchange rates come from where?,exchange_rate,306
The exchange rate is incorrect for my payment.,card_payment_wrong_exchange_rate,430
"I thought I lost my card but I found it today, so I would like to reactivate it.",card_linking,267
Can I exchange currencies with the app?,exchange_via_app,1429
Am I permitted to have a spare card?,getting_spare_card,7847
"Hey, I have my card, how do I get it to show in the app?",card_linking,231
Where is the transfer to my account that I made?,balance_not_updated_after_bank_transfer,8739
Is there an issue with my account?  I don't see a cheque deposit that I made yesterday.  Please assist.,balance_not_updated_after_cheque_or_cash_deposit,3414
I am worried about fees for top up cards?,top_up_by_card_charge,9157
"What's go on, where is my new card?",card_arrival,85
What are the fees for using a European bank card?,top_up_by_card_charge,9176
What was the cause for my card to be declined?,declined_cash_withdrawal,5036
Will you tell me how to exchange USD for GBP in the app?,exchange_via_app,1430
"Since I need to exchange currencies frequently, would you be able to offer me a discount?",exchange_charge,8977
I want to use auto top-up. Is there a limit?,automatic_top_up,1205
why did i only get 20.00,wrong_amount_of_cash_received,2333
Is there a fee to get an actual card?,order_physical_card,8085
"I just topped up, and the app denied it.",top_up_failed,8572
What are the steps for getting money from a friend?,receiving_money,7347
There is a pending transaction on my account for when I tried to get money from the ATM earlier and it did not work. Can you fix this?,pending_cash_withdrawal,815
I need to dispute a direct debit.,direct_debit_payment_not_recognised,4739
"I do not like this, I made a simple transfer but I have an additional charge for doing so.",transfer_fee_charged,7241
I'm not happy with the services I'm getting with this company. Can you please delete my account?,terminate_account,6194
Why am I having trouble withdrawing cash?,declined_cash_withdrawal,5071
I want to cancel a transfer I just made.,cancel_transfer,2186
"Hi there, I came across a problem with my top up and my money is missing, was there a system error?",top_up_reverted,3240
Why did I get charged for a withdrawal?,cash_withdrawal_charge,9452
I'd like like to know where I can order a virtual card?,getting_virtual_card,3088
The app won't identify me.,unable_to_verify_identity,3927
I am unable to use my card for some reason.,card_not_working,1266
My card payment has been on pending forever. What is the problem? It should have gone through at some time by now.,pending_card_payment,5183
What do I do if I got the wrong amount at the ATM?,wrong_amount_of_cash_received,2398
Why isn't my disposable virtual card working?,virtual_card_not_working,8167
Close down my account.  I don't like your service.,terminate_account,6224
"I received a ""declined"" message when doing a transfer",declined_transfer,5637
"I heard that you support more than one type of fiat currency, would you tell me which ones please?",fiat_currency_support,982
The exchange rate applied was incorrect when I was traveling outside the country.,wrong_exchange_rate_for_cash_withdrawal,8339
Why is my PIN blocked?,pin_blocked,1726
Can you explain your exchange rates basis?,exchange_rate,383
What is the process for setting up and account for my child?,age_limit,1571
Can I cancel a transaction?,cancel_transfer,2081
Can i have the item refunded?,request_refund,5464
I think my passcode was changed,passcode_forgotten,4863
Which currencies will you exchange?,fiat_currency_support,948
I think I am having an issue with withdraws on my card. It was declined on the way to work this morning. This hasn't happened in the past.,declined_cash_withdrawal,5074
How can I tell where the money came from?,verify_source_of_funds,6500
The ATM is messed up. It gave me less than I wanted.,wrong_amount_of_cash_received,2478
Why is there a direct debit set up in my name?,direct_debit_payment_not_recognised,4736
How do I go about changing my address?,edit_personal_details,3675
Can you please reactivate my card?,card_linking,182
I need to reset my passcode. Where do I go to do that?,passcode_forgotten,4902
Can someone please explain to me where my source of funds came from?,verify_source_of_funds,6582
Is there a reason to why I was charged twice for a transaction?,transaction_charged_twice,6454
What do I do about a debit on my account that I didn't make?,direct_debit_payment_not_recognised,4682
How quickly can you get me my card?,card_delivery_estimate,1029
What should I do if I lost my phone?,lost_or_stolen_phone,5344
What should I do about a direct debit that I did not set up?,direct_debit_payment_not_recognised,4794
I cant prove who I am,unable_to_verify_identity,3938
"My card has not been delivered yet and its been a week since I ordered it, please help",card_arrival,70
I did a transaction this morning and now I want to cancel it.,cancel_transfer,2102
What are these disposable virtual cards all about?,get_disposable_virtual_card,8396
I tried to buy something online yesterday and got a message saying declined. I tried again today and got the same message. What's the problem?,declined_transfer,5544
"Hurry and refund me, I am waiting",Refund_not_showing_up,5729
Can I use my card at an ATM?,atm_support,4578
I'm interested in getting a card. How does one go about doing that?,order_physical_card,8158
"I want to deposit funds, what payments are accepted?",supported_cards_and_currencies,2926
"app malfunctioning, does not know its me",unable_to_verify_identity,3954
"As advised by you, i requested seller to refund my money. A week has passed but i haven't got any update from seller. Please track the refund with the seller.",Refund_not_showing_up,5805
"If I lost my phone at the hotel, can I still use the app?",lost_or_stolen_phone,5356
Can I get a disposable virtual card?,get_disposable_virtual_card,8415
Someone made a mistake on my money transfer because I was charged extra fees.,transfer_fee_charged,7253
google pay top up did not work,apple_pay_or_google_pay,9652
I am not comfortable verifying my indentity.,why_verify_identity,3794
I recently bought something abroad but the exchange rate is incorrect. Why?,card_payment_wrong_exchange_rate,511
what is this charge i didnt do it what can i do,direct_debit_payment_not_recognised,4727
What steps are taken to transfer money into my account?,transfer_into_account,7671
Please provide details on how to top up my account using transfer option,transfer_into_account,7592
"My identity isn't being accepted, what should I do?",unable_to_verify_identity,3977
Can you unblock my pin because I put the wrong one too many times.,pin_blocked,1776
There was a charge applied when I used my card.,card_payment_fee_charged,2612
Will I be charged for topping up my account using a bank transfer?,top_up_by_bank_transfer_charge,1914
I would like to have a physical card to carry around and use. How can I get one?,order_physical_card,8161
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,transfer_not_received_by_recipient,2810
I entered in the wrong PIN.  Please help me unlock my account.,pin_blocked,1707
How is top-up verified?,verify_top_up,7697
I cannot remember my passcode.,passcode_forgotten,4870
"My account says there are pending funds right now from withdrawing from an ATM, but my card was declined and I never took out any money. When will that money be deposited back into my account?",pending_cash_withdrawal,794
When I made a transfer I was charged extra.,transfer_fee_charged,7165
I have lost my credit card in the ATM!,card_swallowed,6290
I want a refund,request_refund,5414
A false direct debit payment is showing in my app,direct_debit_payment_not_recognised,4647
There are some card payments that I haven't done myself. What is going on with my card and does somebody else have access to my card?,card_payment_not_recognised,3533
I am having an issue with an in country transfer I did a few days ago. It has yet to appear in my account. I have checked to be sure that all account information is correct multiple times. What is taking the transfer so long?,transfer_not_received_by_recipient,2717
My card hasn't shown up yet.,card_arrival,76
Why was my transaction not approved?,failed_transfer,7480
Problem with my top up going through,pending_top_up,2056
I got money overseas and the exchange rate was wrong,wrong_exchange_rate_for_cash_withdrawal,8311
Why is the exchange rate different on my recent purchase?,card_payment_wrong_exchange_rate,469
Is there any way for you to find my card?,lost_or_stolen_card,1549
My card payment was cancelled it seems.,reverted_card_payment?,6788
Where did the money I deposit go??,balance_not_updated_after_cheque_or_cash_deposit,3354
I think the exchange rate for the cash I withdrew was wrong.,wrong_exchange_rate_for_cash_withdrawal,8322
"I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong?",top_up_failed,8482
I just bought an item and would like to stop payment can you tell me if the item has been sent yet?,request_refund,5524
I topped up about half an hour ago and the charge is still pending. I'm a new customer and today is my first time doing this. Can you fix it? It doesn't seem to be working.,pending_top_up,1988
Can I use my virtual card to complete transactions for memberships?,virtual_card_not_working,8168
When can I expect the transfer to arrive in my account?,transfer_timing,6693
my phone has been stolen by someone,lost_or_stolen_phone,5306
How do I terminate my account.,terminate_account,6191
I need to know what flat currencies you support for holding and exchange.,fiat_currency_support,894
If I want to can I set up a new PIN?,change_pin,6890
Are top-ups allowed using Apple Pay?,apple_pay_or_google_pay,9699
How come I was charged an extra fee when paying with the card?,card_payment_fee_charged,2606
There is a payment that has not processed.,pending_card_payment,5153
Why won't my card accept any transactions?,card_not_working,1331
Which countries does your service work in?,country_support,9887
Is it possible for me to give my daughter a second card for this account?,getting_spare_card,7888
Why was my top up reverted?,top_up_reverted,3170
Do you offer account's for minors?,age_limit,1650
Why am I being charged a fee for using my card? If there is some print out of places that charge me can you please send me that?,card_payment_fee_charged,2694
"my money, where is it coming from?",verify_source_of_funds,6519
Could google pay and top up be together?,apple_pay_or_google_pay,9716
Could I get tracking on the card?,card_arrival,94
I did a cash deposit to my account but my balance is still the same. What happened?,balance_not_updated_after_cheque_or_cash_deposit,3327
"On my transfer there was a ""decline"" message",declined_transfer,5580
How do I get to the virtual cards?,getting_virtual_card,3005
How do I know when my card will expire?,card_about_to_expire,9545
Where can I find the auto-top option?,automatic_top_up,1208
I requested a refund from Next because the dress I purchased had three arm holes. They said they sent the refund last Wednesday which is nearly a week ago and I still don't have it.  Why not?,Refund_not_showing_up,5759
Can I use my account before the identity verification is complete?,why_verify_identity,3786
I have been waiting over a week. Is the card still coming?,card_arrival,2
Can I track the card you sent to me?,card_arrival,63
How do I get a card if I live in the US?,country_support,9876
"My job requires me to do a lot of exchanging currency, and I was wondering about any possible discounts or lower prices.",exchange_charge,9049
"Hey I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It's not that difficult to transfer money to another country in 2018 is it?",pending_transfer,6049
Can I get an account for my son?,age_limit,1645
I got some items this morning but the payment says pending,pending_card_payment,5194
How long will it take for me to get my card?,card_arrival,75
"I made a transaction, but I made it to an account I didn't mean to make it to.",cancel_transfer,2146
I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on?,top_up_reverted,3217
"Looks like my card payment was made two time by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",transaction_charged_twice,6457
Explain why I can't do a transfer to an account.,beneficiary_not_allowed,7055
Can I get a refund on an item?,request_refund,5457
"Why is there now a charge for making cash withdrawals? I wanted some cash after I went to the grocery store, and there's a new fee!",cash_withdrawal_charge,9503
Still waiting for transfer to be completed.,transfer_not_received_by_recipient,2761
When I received my cash; they had my exchange rate incorrect.,wrong_exchange_rate_for_cash_withdrawal,8324
I checked the app and my balance has not been updated for the cash or cheque deposit.,balance_not_updated_after_cheque_or_cash_deposit,3318
Why is there a payment I didn't do?,card_payment_not_recognised,3624
What's the normal time frame for a transfer from a UK account? After just making a transfer it doesn't appear at all. I need to know if things went okay.,balance_not_updated_after_bank_transfer,8756
Why do some of my payments have fees?  I don't understand.,card_payment_fee_charged,2609
Can I order a second card?,getting_spare_card,7818
Are there restrictions on disposable virtual cards?,disposable_card_limits,4379
Can someone assist me with updating my account details with changing my last name?,edit_personal_details,3740
I've been waiting for over an hour for a top up to go through.  How long is this supposed to take?  I really need this money.,pending_top_up,2075
"I just got a new card, and I want to know how to activate.",activate_my_card,9288
Please tell me why I am having problems transferring to a beneficiary.,beneficiary_not_allowed,7038
There was some money taken from my account that I don't remember paying for. Am I able to look up this transaction which was a few weeks ago to see who took out the money? Im not sure I need a refund just want to check to make sure it's legit.,direct_debit_payment_not_recognised,4649
"My Netflix subscription says that there is an issue with my card information, but I thought everything was fine. Why would it be declined?",card_not_working,1270
I'm being asked for a verification code. Where do I find it?,verify_top_up,7795
I will be traveling and want money to be added automatically in certain intervals. Is this possible?,automatic_top_up,1168
Card activation is not working. What do i do?,activate_my_card,9305
Please send a new card; the ATM ate mine.,card_swallowed,6273
My top-up hasn't happened yet.,pending_top_up,2001
Why hasn't my money transfer showed up yet?,balance_not_updated_after_bank_transfer,8713
How long will it take to get to the US?,card_delivery_estimate,1063
Please help.  The card won't work.,card_not_working,1307
Will the system automatically update once there is no more money left?,automatic_top_up,1232
When I made a cash transfer abroad the wrong exchange rate was applied,wrong_exchange_rate_for_cash_withdrawal,8232
My statement indicates I made a payment to an unfamiliar merchant.,card_payment_not_recognised,3483
I'm confused as to why my transfer is still listed as pending on the website.,pending_transfer,6016
I was able to find my card. How to I go about putting it into my app?,card_linking,154
Do you let me choose between Visa and Mastercard?,visa_or_mastercard,4150
My payment is taking a long time to go through.,pending_card_payment,5142
My refund has not shown up in my account.   Where is it?,Refund_not_showing_up,5789
How much is the limit for top-ups?,top_up_limits,2326
I would like to cancel a transfer,cancel_transfer,2193
My transaction has not been received. When are you going to process it?,transfer_not_received_by_recipient,2811
I keep checking my statements but nothing shows up.I requested a refund a long time ago but seems like it's not submitting my account for some reason. Can you please help me get the money back from the seller for me,Refund_not_showing_up,5800
I transferred money but the balance hasn't changed.,balance_not_updated_after_bank_transfer,8750
Help.  My card is broken.,card_not_working,1292
I'd like to have extra cards. Will I have to pay for that?,getting_spare_card,7852
I was charged for using my card?,card_payment_fee_charged,2631
I added money to the card but the transaction didn't go through,pending_top_up,2041
I don't live in the UK. Can I still get a card?,country_support,9921
Why are the payments being declined on my new card?  I tried several times to use my new card to pay for my gas at the Shell station in my neighborhood.  I am very distressed about my new card not working.,declined_card_payment,5970
Why is there a fee when I thought there would be no fees?,card_payment_fee_charged,2521
"I just saw a charge for a cash withdrawal that I made! ATM withdrawals have always been free in the past, so why is there suddenly a charge? What is it going to cost me now?",cash_withdrawal_charge,9387
I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account?,card_not_working,1334
Why was a fee added to my bill when I used my card?,card_payment_fee_charged,2653
How come there is a $1 extra charge on my statement?,extra_charge_on_statement,695
Whats the maximum disposable virtual cards?,disposable_card_limits,4352
How do I change my AUD into GBP?,exchange_via_app,1391
"My wallet was just stolen, and they've already used my card! Please help, I can't afford to lose more money!",cash_withdrawal_not_recognised,8932
Contactless payments need to be enabled for my card.,contactless_not_working,1795
"Why won't you take my transfer, I keep getting an error message.",beneficiary_not_allowed,7158
I believe my top up did not work.,top_up_failed,8552
why top up is not working even if I got my American Express in Apple Bay?,apple_pay_or_google_pay,9646
How much am I allowed to top-up?,top_up_limits,2251
Why is this not letting me exchange crypto? I need help making this transaction go through.,beneficiary_not_allowed,7133
"Help, your app is showing a larger WD than I actually did earlier at an ATM.",wrong_amount_of_cash_received,2396
May I change my PIN?,change_pin,6966
"I would like to exchange currencies, how do I go upon it?",exchange_via_app,1451
The money disappeared after I topped up my account.,topping_up_by_card,4276
I transferred some money but it is not here yet,transfer_not_received_by_recipient,2762
How long do I have to wait for a US transfer?,transfer_timing,6624
I deposited a cheque and its been days and I still haven't received the cash!!,balance_not_updated_after_cheque_or_cash_deposit,3480
Do I have to go into the bank to change my PIN?,change_pin,6891
My top-up was declined,top_up_failed,8530
I did a transfer but the balance is the same.,balance_not_updated_after_bank_transfer,8672
I withdrew  money from the ATM and was overcharged.  It said nothing about an extra fee.,wrong_exchange_rate_for_cash_withdrawal,8229
"extra fees on a cash withdrawal, not cool.",cash_withdrawal_charge,9460
What's the best way to use a cheque to top up?,top_up_by_cash_or_cheque,8038
Are there fees for receiving a SEPA transfer?,top_up_by_bank_transfer_charge,1838
Why am I not able to get cash from the ATM?,declined_cash_withdrawal,5011
I have gone through my statements and noticed there is a large payment that I did not make. Can i still dispute the payment? its been a while,direct_debit_payment_not_recognised,4745
Can I set automatic top ups?,automatic_top_up,1151
How long does it take for pending transfer transactions to post?,pending_transfer,6074
Can I make an account for my kids?,age_limit,1574
I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week!,Refund_not_showing_up,5732
The app does not recognize who I am.,unable_to_verify_identity,3931
"I made a mistake of transferring, can I cancel my previous transfer?",cancel_transfer,2173
I would like to know how my friend would be able to send me money,receiving_money,7338
There was a transaction this morning that I'd like to reverse.,cancel_transfer,2230
Where is the top-up card verification code?,verify_top_up,7755
Do you think you're asking for too much information about me?,why_verify_identity,3820
I was charged several times for something,transaction_charged_twice,6369
"Someone stole my account, there's a withdrawal but it wasn't me, can we put a stop to it please?",cash_withdrawal_not_recognised,8928
"Hello, there seems to be a billing mistake associated with my account.  My app was charged $1 more than it should have.  Could you please explain why this may have happened?",extra_charge_on_statement,662
can i get a virtual card online,get_disposable_virtual_card,8381
What do I do to verify my source of funds?,verify_source_of_funds,6586
Can I choose my Visa or Mastercard?,visa_or_mastercard,4137
Is there a charge for getting cash?,cash_withdrawal_charge,9489
